400,635913, Black
399,617021, Black
398,595000, Black
397,563883, Black
396,506329, Asian-Pac-Islander
395,503923, Black
394,445382, White
393,425161, White
392,421871, Black
391,420537, White
390,415287, Black
389,410867, White
388,410114, White
387,403625, Asian-Pac-Islander
386,403433, Black
385,401623, Black
384,387569, White
383,386773, White
382,383518, Black
381,382802, Black
380,379118, Black
379,372020, White
378,366957, Asian-Pac-Islander
377,356089, White
376,354739, Asian-Pac-Islander
375,353994, Asian-Pac-Islander
374,352882, Asian-Pac-Islander
373,350440, Asian-Pac-Islander
372,350162, White
371,348491, Black
370,347890, White
369,345493, Asian-Pac-Islander
368,343591, White
367,341204, White
366,340982, Asian-Pac-Islander
365,340234, Asian-Pac-Islander
364,337895, Black
363,337587, White
362,336543, Asian-Pac-Islander
361,335605, White
360,335183, Black
359,334273, White
358,331539, Asian-Pac-Islander
357,325706, Asian-Pac-Islander
356,320818, Black
355,320451, Asian-Pac-Islander
354,319560, Black
353,317660, White
352,315776, Black
351,315640, Asian-Pac-Islander
350,313022, Black
349,310632, Black
348,303187, Asian-Pac-Islander
347,303044, Asian-Pac-Islander
346,298635, Asian-Pac-Islander
345,297906, Asian-Pac-Islander
344,296478, White
343,295589, Black
342,295566, White
341,295117, Black
340,293535, Black
339,292472, Asian-Pac-Islander
338,292472, Asian-Pac-Islander
337,292472, Amer-Indian-Eskimo
336,292175, White
335,289436, White
334,289403, Black
333,288353, White
332,287828, White
331,287306, Black
330,286750, Black
329,286750, Black
328,286370, White
327,285854, White
326,284706, Amer-Indian-Eskimo
325,282674, Amer-Indian-Eskimo
324,280464, Black
323,280282, White
322,279914, White
321,279472, White
320,277545, Asian-Pac-Islander
319,275625, Asian-Pac-Islander
318,274363, White
317,274222, Asian-Pac-Islander
316,270333, White
315,270092, White
314,269068, Asian-Pac-Islander
313,268234, White
312,268090, White
311,267989, White
310,264052, White
309,259323, White
308,257295, Asian-Pac-Islander
307,256466, Asian-Pac-Islander
306,254773, Black
305,252903, White
304,251585, White
303,250504, Black
302,247019, Black
301,245305, Black
300,245062, White
299,244903, Black
298,243631, Amer-Indian-Eskimo
297,243190, Asian-Pac-Islander
296,240231, Asian-Pac-Islander
295,239539, Asian-Pac-Islander
294,238638, White
293,237993, White
292,237532, Black
291,236944, Black
290,236596, White
289,235237, Black
288,234885, White
287,233955, Asian-Pac-Islander
286,233955, Amer-Indian-Eskimo
285,231559, White
284,231043, White
283,229272, Black
282,226902, White
281,226296, White
280,225768, Black
279,225599, Asian-Pac-Islander
278,222289, White
277,222205, White
276,221172, White
275,220977, Asian-Pac-Islander
274,220640, Amer-Indian-Eskimo
273,220531, White
272,220098, White
271,220049, Black
270,219420, White
269,217460, White
268,217460, White
267,216851, White
266,216070, Amer-Indian-Eskimo
265,216070, Amer-Indian-Eskimo
264,215404, Amer-Indian-Eskimo
263,214242, White
262,212960, White
261,212448, White
260,211668, Black
259,210563, White
258,209912, Asian-Pac-Islander
257,209642, White
256,208405, White
255,208358, White
254,207940, Black
253,207578, White
252,205607, Black
251,205469, White
250,203628, White
249,202683, White
248,201965, White
247,201080, White
246,200117, Asian-Pac-Islander
245,198282, White
244,197583, Black
243,197583, Black
242,197422, White
241,197371, Black
240,197332, White
239,196584, White
238,196328, Black
237,196232, White
236,195733, White
235,195322, White
234,194259, White
233,193815, White
232,193524, White
231,193036, Black
230,192776, White
229,191681, White
228,191342, Asian-Pac-Islander
227,191277, White
226,191277, White
225,190636, Amer-Indian-Eskimo
224,190290, White
223,188982, Black
222,188576, Asian-Pac-Islander
221,188563, White
220,188386, White
219,187728, White
218,186888, Black
217,186556, White
216,186376, Asian-Pac-Islander
215,186376, Asian-Pac-Islander
214,186272, Black
213,186035, White
212,184018, White
211,183224, Asian-Pac-Islander
210,182556, White
209,182460, Asian-Pac-Islander
208,181485, Black
207,181344, Black
206,180572, White
205,180303, Asian-Pac-Islander
204,180211, Asian-Pac-Islander
203,180138, White
202,179186, Black
201,177937, White
200,177905, White
199,176140, Black
198,175697, White
197,174575, White
196,174524, White
195,174325, Black
194,174018, Black
193,173858, Asian-Pac-Islander
192,173093, Asian-Pac-Islander
191,172052, Asian-Pac-Islander
190,171225, Asian-Pac-Islander
189,170924, White
188,169879, White
187,169846, White
186,169818, Black
185,169496, White
184,169324, Black
183,168387, White
182,168381, Asian-Pac-Islander
181,167531, Asian-Pac-Islander
180,167381, White
179,165235, Asian-Pac-Islander
178,164966, Asian-Pac-Islander
177,164113, Black
176,163392, Amer-Indian-Eskimo
175,162298, White
174,162140, White
173,162028, White
172,161141, White
171,160724, Asian-Pac-Islander
170,160724, Asian-Pac-Islander
169,160261, Asian-Pac-Islander
168,160120, Asian-Pac-Islander
167,159910, Black
166,159449, White
165,159297, Asian-Pac-Islander
164,158926, Asian-Pac-Islander
163,157443, Asian-Pac-Islander
162,157079, Black
161,156623, Asian-Pac-Islander
160,154374, White
159,153614, White
158,153078, Asian-Pac-Islander
157,153078, Asian-Pac-Islander
156,152234, Asian-Pac-Islander
155,151408, White
154,151267, Black
153,151153, Asian-Pac-Islander
152,149624, White
151,148015, Black
150,146813, White
149,146268, White
148,145178, Black
147,142897, Asian-Pac-Islander
146,141297, Asian-Pac-Islander
145,139057, Asian-Pac-Islander
144,138992, White
143,137522, Asian-Pac-Islander
142,137354, Asian-Pac-Islander
141,135803, Asian-Pac-Islander
140,135339, Asian-Pac-Islander
139,133969, Asian-Pac-Islander
138,133917, Black
137,133770, Asian-Pac-Islander
136,133694, Black
135,133050, Black
134,132178, White
133,130760, White
132,130620, Asian-Pac-Islander
131,129661, Amer-Indian-Eskimo
130,128757, Black
129,128272, White
128,128212, Asian-Pac-Islander
127,126319, White
126,125933, White
125,125417, White
124,125417, Black
123,125417, Black
122,125159, Black
121,124483, Asian-Pac-Islander
120,124191, White
119,123147, White
118,123053, Asian-Pac-Islander
117,122283, Asian-Pac-Islander
116,121956, Asian-Pac-Islander
115,121772, Asian-Pac-Islander
114,120970, Black
113,119741, Black
112,119359, Amer-Indian-Eskimo
111,119272, White
110,118861, Asian-Pac-Islander
109,118710, White
108,118551, White
107,118474, White
106,117963, White
105,116632, White
104,116632, White
103,116379, Asian-Pac-Islander
102,116358, Asian-Pac-Islander
101,116358, Asian-Pac-Islander
100,116358, Amer-Indian-Eskimo
99,115076, White
98,114937, White
97,114561, Asian-Pac-Islander
96,113555, Amer-Indian-Eskimo
95,112847, Asian-Pac-Islander
94,112763, White
93,111363, White
92,109567, White
91,108183, Asian-Pac-Islander
90,108116, White
89,106957, Asian-Pac-Islander
88,106707, Black
87,105728, Amer-Indian-Eskimo
86,105586, Asian-Pac-Islander
85,103649, Black
84,103214, Amer-Indian-Eskimo
83,102388, White
82,102343, Asian-Pac-Islander
81,102102, White
80,101739, White
79,99254, Black
78,99146, White
77,98350, Asian-Pac-Islander
76,98350, Asian-Pac-Islander
75,98283, Asian-Pac-Islander
74,98283, Asian-Pac-Islander
73,98101, White
72,97688, White
71,96509, Amer-Indian-Eskimo
70,96483, Asian-Pac-Islander
69,96129, White
68,96062, White
67,95885, Amer-Indian-Eskimo
66,95432, White
65,93449, Asian-Pac-Islander
64,93415, Asian-Pac-Islander
63,93206, Asian-Pac-Islander
62,92440, White
61,92003, White
60,91039, White
59,90758, White
58,89146, Amer-Indian-Eskimo
57,89028, Asian-Pac-Islander
56,88876, Asian-Pac-Islander
55,86872, White
54,86837, Asian-Pac-Islander
53,86150, Asian-Pac-Islander
52,84154, White
51,83434, Asian-Pac-Islander
50,81973, Asian-Pac-Islander
49,81973, Asian-Pac-Islander
48,81853, Asian-Pac-Islander
47,81534, Asian-Pac-Islander
46,79797, Asian-Pac-Islander
45,79331, Asian-Pac-Islander
44,76860, Asian-Pac-Islander
43,76714, White
42,74141, Asian-Pac-Islander
41,72887, Asian-Pac-Islander
40,72338, Asian-Pac-Islander
39,70447, Asian-Pac-Islander
38,69884, White
37,69867, White
36,69251, Asian-Pac-Islander
35,68729, Asian-Pac-Islander
34,68493, Black
33,68461, Amer-Indian-Eskimo
32,66297, Asian-Pac-Islander
31,65324, White
30,63042, White
29,60722, Asian-Pac-Islander
28,56795, White
27,56482, Black
26,51835, White
25,51744, Black
24,50459, White
23,47170, Amer-Indian-Eskimo
22,45781, White
21,45537, Black
20,41762, Asian-Pac-Islander
19,39352, White
18,35021, Asian-Pac-Islander
17,34987, White
16,34862, Amer-Indian-Eskimo
15,34335, Amer-Indian-Eskimo
14,34269, White
13,33105, Amer-Indian-Eskimo
12,31577, White
11,31352, Amer-Indian-Eskimo
10,29662, White
9,29054, White
8,27494, Amer-Indian-Eskimo
7,27037, Amer-Indian-Eskimo
6,25826, White
5,23740, Amer-Indian-Eskimo
4,22463, White
3,22201, Amer-Indian-Eskimo
2,22201, Asian-Pac-Islander
1,21174, White
